"","id","neweth","q1a","q1b","q1c","q2af","q2acf","q2bf","q2bcf","q2cf","q2ccf","q3a","q3b","q3c","q4a","q4b","q4c","q5af","q5acf","q5bf","q5bcf","q5cf","q5ccf","q6a","q6b","q6c","length","pt2_a","pt2_b","pt2_c","pt2_d","pt2_e","pt2_f","pt2_g","pt2_h","pt3_1","pt3_2","pt3_3","pt3_4","pt3_5","pt3_6","pt3_7","pt3_8","pt3_9","pt3_10","pt3_11","pt3_12","pt4_a","pt4_b","pt4_c","pt4_d","pt4_e","pt4_f","pt5_a","pt5_b","pt5_c","pt5_d","pt5_e","pt5_f","pt5_g","pt5_h","pt5_i","pt5_j","pt5_k","pt5_l","p6_1","p6_2","p6_3","p6_4","p6_5","p6_6","p6_7","p6_8","p6_9","p6_10","p6_11","p6_12","pt7_a","pt7_b","pt7_c","pt7_d","pt7_e","pt7_f","pt7_g","pt7_h","pt7_i","pt7_j","pt7_k","pt7_l","pt7_m","pt7_n","pt8_1","pt8_2","pt8_3","pt8_4","pt8_5","pt8_6","pt8_7","pt8_8","pt8_9","pt8_10","pt8_11","pt8_12","pt8_13","pt8_14","pt8_15","pt8_16","pt8_17","pt8_18","pt8_19","pt8_20","pt8_21","pt8_22","pt8_23","pt8_24","pt9_a","pt9_b","pt9_c","pt9_d","pt9_e","pt9_f","pt9_g","pt9_h","pt9_i","pt9_j","pt9_k","pt9_l","pt10_wb","pr10_wg","pt10_wp","pr10_wh","pt10_wn","pt10_ab","pr10_ag","pt10_ap","pr10_ah","pt10_an","pt11_a","pt11_b","pt11_c","pt11_d","pt11_e","pt11_f","pt11_g","pt11_h","pt11_i","pt11_j","pt11_k","pt11_l","pt11_LR","pt11_m","pq12_a","pq12_b","pq12_c","pq12_d","pq12_e","pq12_f","pq12_g","pq12_g2","pq12_h","pq12_h2","last24mj","weeklymj","filter_$","st_a","st_b","st_c","st_d","st_e","st_f","st_g","st_h","st_i","st_j","st_k","st_l","D_ASIS","racemiss","eth_id","qual_p1","qual_p2","qual_p3","qxq1","qxq2","qxq3","negc_p1","negc_p2","negc_p3","pt4_dr","pt4_fr","pt1","pt2","pt3","p3_1r","p3_3r","p3_6r","p3_10r","p3_11r","p3_12r","anx1","anx2","anx3","p6_1r","p6_3r","p6_5r","p6_7r","p6_9r","p6_11r","negatt1","negatt2","negatt3","ster1","ster2","ster3","realth1","realth2","realth3","symbth1","symbth2","symbth3","pt11_ar","pt11_cr","missing","st_ar","st_er","st_gr","st_fr"
"444",561,1,10,2,2,10,3,NA,NA,NA,NA,10,0,0,10,3,2,10,3,2,2,1,1,10,1,1,4,7,9,10,10,8,5,8,1,1,4,2,7,7,4,7,2,8,8,7,8,6,3,2,1,3,2,9,2,4,3,3,9,9,2,2,8,10,9,6,8,2,7,2,7,2,7,1,7,3,7,7,1,1,2,2,3,1,1,0,0,0,3,0,6,1,1,2,1,1,1,1,1,1,1,1,1,3,5,3,1,1,6,1,1,1,1,6,3,9,1,1,1,2,9,8,0,1,3,1,2,4,4,4,4,4,1,4,4,4,4,6,9,1,9,6,9,9,6,9,9,9,9,0,8,7,18,2,1,1,2,6,NA,6,NA,0,0,1,81,2,4,3,6,81,72,0,2,24,10,18,-0.516607549249783,0,29,16,20,13,32,60,13,13,5,9,8,7,9,10,10,8,7,5,1,2,1,26,21,12,3,7,7,7,8,6,25,28,28,9,83,38,5,4,4,12,9,11,3,8,0,0,56,2,0
"445",562,-1,5,2,2,2,0,0,0,0,0,4,0,0,5,0,0,3,0,0,0,0,0,5,0,0,12,0,0,10,0,0,1,0,0,0,9,0,9,9,0,9,9,9,0,0,0,1,0,0,7,0,9,1,10,10,10,1,1,1,10,10,1,10,10,9,0,9,0,9,0,9,0,8,0,8,0,8,8,8,8,8,6,6,6,6,6,6,8,6,8,0,0,9,5,0,0,0,0,8,0,0,0,9,9,9,9,9,9,7,7,9,9,9,9,9,0,0,0,7,7,9,0,0,0,0,0,4,4,5,5,5,6,7,7,7,7,7,8,7,8,9,9,9,9,9,9,9,5,4,4,-1,36,3,4,1,2,6,NA,6,NA,0,0,1,9,0,0,0,7,7,9,0,0,0,0,0,-0.531459923310749,1,20,0,10,1,0,0,0,40,30,28,2,0,1,2,0,9,9,9,9,9,9,36,36,36,0,0,0,0,1,1,0,0,2,0,7,0,14,0,8,36,32,36,2,2,0,0,20,0,20
"446",563,2,5,10,2,2,4,10,10,3,2,4,10,3,4,3,2,5,6,3,2,1,0,0,5,6,NA,10,10,10,6,7,3,7,9,2,4,3,4,3,6,8,9,7,7,5,4,9,9,9,9,8,9,10,1,4,5,7,3,4,9,10,10,10,10,8,7,5,5,5,3,2,1,1,7,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,8,9,6,6,4,1,3,5,9,9,9,9,7,7,7,4,6,8,9,5,2,9,0,9,0,9,9,9,0,0,0,0,9,2,1,3,2,2,1,1,1,1,1,2,4,6,5,5,9,9,9,9,1,6,4,5,2,2,19,1,1,4,2,6,NA,6,NA,0,0,1,90,0,36,0,63,27,36,0,0,0,0,90,-0.675650206328386,0,19,20,16,10,200,48,50,0,0,0,0,0,18,9,8,7,6,3,2,4,5,21,23,18,1,4,4,7,8,1,17,15,25,36,27,90,21,25,18,34,24,24,7,3,0,0,0,0,0
"447",564,1,10,10,10,30,2,20,1,50,3,10,10,10,8,10,10,1,1,10,NA,20,3,9,8,10,3,6,10,10,9,10,10,10,NA,9,3,9,2,5,6,2,1,0,0,7,7,7,6,8,2,6,0,6,1,1,2,4,4,NA,4,2,4,4,4,5,5,5,6,5,5,5,7,3,5,3,5,9,7,7,7,7,7,7,7,7,5,2,9,0,5,2,2,2,2,2,2,4,4,5,3,5,6,7,6,5,8,0,6,6,4,6,8,4,7,9,0,0,5,6,9,5,0,0,3,3,2,4,4,4,4,4,4,4,4,4,4,5,3,4,4,6,8,6,0,5,5,6,6,3,6,1,19,3,3,NA,1,5,72,6,NA,0,0,1,54,0,0,10,24,36,NA,0,0,12,12,8,0.0625985883421513,0,16,16,19,20,160,190,160,37,33,16,7,9,13,15,15,0,0,3,9,2,2,5,11,13,4,4,4,4,6,6,19,20,22,10,36,32,8,12,19,26,16,25,4,5,0,0,21,NA,0
"448",565,1,10,2,1,10,4,1,0,0,0,10,1,4,10,1,2,10,1,0,0,0,0,10,0,1,12,5,5,10,4,10,10,2,5,6,3,5,2,1,7,0,0,2,9,8,8,4,1,2,2,4,4,7,2,1,2,8,3,5,1,1,1,4,2,0,5,0,7,0,3,0,7,0,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,3,7,1,3,0,3,0,0,5,1,5,0,9,0,0,4,6,5,6,0,1,3,4,4,4,3,3,5,3,4,2,3,4,3,7,2,6,3,6,7,7,3,8,8,8,6,3,9,1,21,3,3,1,1,6,NA,6,NA,0,0,1,63,0,0,8,48,15,30,0,1,3,16,8,-0.852413234139873,0,10,10,14,20,20,14,0,0,0,0,7,5,5,9,9,3,4,2,0,1,1,12,3,4,9,9,9,9,9,8,30,28,29,8,16,40,3,0,2,14,3,11,2,3,0,0,9,18,32
"449",566,1,10,10,10,10,3,3,0,0,0,10,7,5,10,3,3,10,3,3,0,0,0,10,7,7,6,4,10,10,4,10,9,1,8,8,4,7,3,2,7,3,1,3,7,7,6,6,2,1,5,5,4,9,2,4,3,4,7,9,2,3,3,4,3,0,5,0,8,0,5,2,8,0,5,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,1,4,5,4,5,1,2,0,2,8,2,6,2,1,1,1,2,5,5,3,9,3,2,2,5,7,9,1,2,4,5,4,4,3,3,3,3,4,3,3,3,3,8,6,7,4,4,6,6,6,4,5,5,4,5,7,1,18,4,2,2,2,6,NA,6,NA,0,0,1,81,6,8,6,20,49,81,2,6,12,20,12,-0.652158620464243,0,13,14,14,19,140,42,133,0,2,0,4,5,8,5,10,1,2,2,2,2,3,10,8,10,9,9,9,7,9,9,31,29,31,20,57,52,4,14,8,18,5,15,1,2,0,0,28,0,8
"450",567,6,10,5,5,4,2,2,0,0,0,10,6,5,10,2,5,6,4,NA,1,0,0,10,1,1,12,10,10,10,10,10,10,0,3,9,4,5,5,7,7,0,0,4,9,9,9,0,5,5,2,9,0,10,1,1,2,1,9,10,1,1,1,4,1,0,7,0,9,0,9,0,9,0,9,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,5,0,9,1,0,0,6,9,9,0,0,0,9,0,1,1,1,1,1,1,1,1,5,4,9,1,9,1,9,9,9,9,9,9,9,0,9,9,7,18,2,4,1,2,6,NA,6,NA,0,0,1,90,1,0,0,6,81,90,0,0,0,36,0,-0.469461711008397,0,2,20,20,20,100,40,20,1,0,0,7,9,5,12,18,0,4,2,0,0,0,13,9,4,9,9,9,9,9,9,34,36,36,1,81,72,0,0,0,9,6,5,0,0,0,0,30,0,0
"451",568,1,10,3,9,50,10,5,0,10,1,10,3,5,10,2,4,50,10,5,0,8,0,10,3,5,120,3,10,8,6,6,9,3,5,7,5,6,0,0,9,0,0,0,5,8,8,8,3,8,2,7,2,8,1,5,1,5,3,6,2,1,4,8,4,0,6,0,9,0,7,0,5,0,7,0,9,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,2,1,0,1,0,0,1,0,3,0,4,1,1,5,0,6,0,1,5,1,7,5,8,5,3,4,8,7,9,0,2,4,5,4,4,4,4,4,2,5,4,4,4,2,9,6,9,4,5,9,9,0,7,9,8,0,9,6,1,19,4,1,3,1,3,12,3,12,1,1,1,64,5,15,4,40,21,54,0,2,16,40,16,-0.0985120490781716,0,10,13,14,15,39,28,45,4,3,2,7,7,11,15,14,2,3,0,4,1,1,10,0,6,9,9,9,9,9,9,33,30,34,24,23,96,3,1,4,11,7,18,0,0,0,3,6,0,16
"452",569,1,10,8,8,30,10,5,2,8,4,10,6,5,10,5,7,50,10,4,2,5,2,10,3,3,79,7,10,10,8,8,9,5,5,6,3,5,6,2,8,1,0,0,9,8,9,6,1,0,2,5,2,8,2,2,2,9,5,7,1,2,6,3,2,0,0,0,9,0,5,0,5,0,7,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,5,0,9,0,1,1,7,5,6,0,0,4,4,5,4,4,4,5,4,3,4,4,5,4,3,0,9,0,2,9,7,0,4,9,6,7,2,9,1,21,2,1,1,2,3,72,6,NA,0,0,1,72,0,2,2,63,25,42,0,0,24,12,10,0.0953791276141113,0,6,17,18,17,136,90,51,0,3,0,7,7,7,7,12,3,4,1,0,1,0,16,4,1,9,9,9,9,9,9,27,28,30,4,25,34,0,0,0,10,0,5,6,0,0,0,4,12,24
"453",570,6,10,6,7,50,5,5,1,10,2,10,5,5,10,6,7,100,10,1,1,50,4,10,1,8,18,7,10,10,6,9,10,4,3,6,6,7,7,6,5,5,4,4,6,7,6,7,4,3,4,5,5,4,6,5,8,3,8,3,7,6,7,9,10,4,0,4,4,7,5,5,3,4,4,4,4,4,7,5,5,5,6,7,0,6,6,4,7,0,0,3,3,9,1,1,1,1,5,6,2,7,2,8,5,9,8,5,7,3,5,5,9,7,9,9,0,4,4,7,3,9,0,1,3,2,0,3,4,4,4,3,4,4,4,4,3,3,6,7,5,9,9,9,7,8,9,7,6,3,4,7,20,4,2,4,2,5,180,6,NA,0,0,1,36,0,20,32,21,24,27,0,6,21,18,0,-0.214900799001213,0,19,17,16,19,102,96,19,26,25,11,5,4,11,8,9,3,2,4,3,2,3,18,19,12,5,5,2,4,5,5,14,14,18,52,30,36,16,8,17,30,20,30,6,2,0,0,16,0,18
"454",571,1,10,2,4,10,10,1,1,8,8,10,0,2,10,10,10,30,5,2,3,20,10,10,2,4,180,8,8,10,8,10,9,7,5,7,3,8,2,2,8,1,1,1,9,8,8,3,1,4,2,1,3,9,2,1,3,8,10,9,8,1,1,6,7,2,6,1,7,1,8,1,0,0,5,1,8,1,1,0,2,3,0,0,1,1,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7,0,0,0,0,5,0,9,2,0,0,9,8,6,0,0,1,0,0,3,3,4,5,4,3,3,4,4,4,9,0,8,0,5,8,7,0,7,9,8,3,6,8,1,52,3,1,1,2,6,NA,6,NA,0,0,1,81,4,0,0,72,80,54,0,0,1,0,0,-0.185128601845824,0,1,16,18,19,32,180,38,7,4,6,7,6,4,11,7,2,1,1,0,1,1,8,5,3,7,8,8,8,9,8,28,24,30,4,80,0,0,0,1,2,7,5,0,1,0,0,0,6,1
"455",572,1,7,4,3,15,4,4,0,3,0,10,8,7,10,7,6,18,6,6,0,4,0,10,10,9,48,7,10,3,8,10,10,7,10,7,6,7,6,3,5,1,1,2,4,7,6,6,2,0,6,6,7,9,8,9,8,10,10,8,2,2,7,9,9,6,5,6,6,4,6,4,5,5,5,5,6,6,2,2,6,2,5,5,0,4,4,0,5,0,8,3,3,1,1,1,1,1,1,5,1,1,0,9,6,3,8,3,7,5,3,6,6,5,5,9,0,0,0,5,7,7,0,0,2,1,2,3,3,2,2,3,3,3,4,3,2,7,4,9,4,9,9,9,6,6,6,5,5,4,8,1,18,2,1,1,2,5,NA,4,48,0,0,1,81,0,0,0,50,70,56,0,0,14,9,18,-0.020751550467976,0,10,17,11,20,68,77,200,18,18,13,3,2,8,3,8,2,2,4,5,2,3,16,9,12,3,3,5,5,4,4,17,21,19,0,70,36,8,4,7,26,18,22,2,0,0,0,4,6,2
"456",573,1,10,5,7,10,5,3,0,2,1,10,3,6,10,4,7,5,5,0,0,1,1,10,1,6,1,3,4,9,1,4,10,0,0,9,0,9,0,0,9,0,0,0,9,9,9,1,0,0,8,0,9,7,1,1,1,2,10,10,1,2,1,1,5,0,9,0,9,0,6,0,9,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,0,5,0,9,0,2,2,4,8,0,0,0,0,3,3,5,4,4,5,5,2,2,2,2,2,4,4,5,5,4,9,8,0,8,9,9,6,3,9,1,18,4,4,3,2,2,48,1,18,1,1,1,63,0,2,2,8,80,0,0,0,0,3,15,-0.77650174243532,0,18,7,10,14,35,40,14,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,36,33,33,4,80,21,0,0,0,3,5,11,5,4,0,0,45,9,1
"457",574,3,8,6,9,7,0,10,1,300,8,10,8,8,0,2,10,0,0,2,0,300,4,0,1,10,42,4,10,10,9,5,10,2,4,7,1,9,1,0,8,0,0,0,8,9,8,7,0,5,0,6,0,9,1,8,8,4,8,10,1,1,10,6,9,2,8,1,8,0,9,5,8,0,8,1,5,0,0,0,1,1,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,0,8,7,5,0,1,0,6,3,1,9,0,1,2,5,8,9,0,0,3,5,3,3,3,3,3,3,2,2,3,3,2,1,9,0,9,9,9,9,6,9,9,8,5,4,9,3,20,2,3,4,2,3,12,5,12,1,0,1,81,0,8,16,20,64,90,0,0,30,30,27,0.335540554312959,0,35,14,19,15,84,38,15,2,8,1,9,9,7,14,15,2,0,1,1,0,1,4,1,2,7,8,9,4,9,8,31,30,30,24,64,87,0,0,1,18,13,10,8,9,0,0,28,0,3
"458",575,1,10,7,9,20,4,2,0,2,0,10,8,9,10,3,8,20,8,4,1,10,1,10,2,9,36,7,10,10,7,9,9,3,6,7,3,7,2,2,8,2,2,2,6,7,8,3,0,0,4,1,6,7,2,6,4,3,7,6,3,2,7,7,8,5,6,3,6,3,5,3,7,1,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4,2,2,1,0,1,0,5,2,1,3,1,6,2,2,6,1,2,0,9,0,1,1,6,8,9,0,0,1,3,3,3,4,4,5,5,3,4,4,5,4,6,3,4,5,3,8,6,3,8,9,7,6,3,9,1,21,4,1,1,2,3,36,1,24,1,1,1,63,0,6,4,18,56,54,0,0,7,21,24,-0.722159896018304,0,16,17,17,18,119,51,36,0,0,0,5,3,3,5,4,2,2,1,3,2,1,9,7,8,4,6,6,6,8,6,22,24,26,10,56,66,4,8,2,11,11,9,3,5,0,0,24,0,4
"459",576,1,10,5,2,7,5,0,0,0,0,10,8,5,10,10,8,5,3,0,2,2,3,10,5,10,12,6,10,10,5,10,10,5,5,5,4,5,6,5,5,4,2,5,8,9,7,3,7,0,5,9,7,9,1,1,2,4,7,9,1,1,5,8,2,0,6,1,9,0,5,0,8,0,5,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,2,9,0,5,0,0,0,0,0,0,9,0,9,7,0,5,8,9,7,0,1,3,5,3,4,4,4,4,4,4,4,4,4,4,9,5,9,0,4,8,6,3,6,6,6,7,2,9,1,18,3,3,1,2,5,200,6,NA,0,0,1,81,7,0,10,32,63,63,0,1,15,40,6,-0.227495312085998,0,5,16,15,20,80,150,100,0,1,1,4,2,10,4,11,4,4,4,1,0,2,18,15,8,9,8,9,9,9,9,32,31,29,17,64,86,2,0,1,16,0,9,0,0,0,0,7,4,0
"460",577,1,9,5,8,11,4,2,0,1,1,10,8,8,10,10,5,20,2,1,1,0,0,10,2,2,18,5,10,9,0,10,10,10,4,9,9,5,8,6,NA,7,5,3,4,9,7,1,0,0,9,3,5,10,1,6,1,3,10,6,1,9,10,10,10,0,4,0,8,1,1,4,0,0,1,1,9,7,5,8,9,9,4,4,0,9,0,0,9,0,8,9,9,3,9,9,9,9,9,9,9,4,0,0,0,4,0,0,9,0,7,4,6,9,9,9,0,0,0,9,9,2,0,0,0,9,2,6,7,6,5,4,1,4,6,7,5,0,9,4,7,9,9,9,6,9,9,9,7,2,9,1,19,2,4,3,2,6,NA,1,25,0,1,1,90,0,0,0,27,90,12,0,0,0,90,20,-0.550701958686774,0,30,15,9,20,75,90,40,38,17,17,0,4,1,0,7,0,4,NA,5,0,2,21,NA,10,9,9,8,5,9,8,30,14,27,0,90,200,30,36,22,4,16,28,9,5,0,0,0,35,0
"461",578,3,6,10,10,7,5,10,10,10,10,10,10,10,8,10,10,3,0,10,10,10,10,4,10,10,67,10,10,10,10,10,10,10,10,9,0,9,0,0,9,0,0,0,9,9,9,9,9,9,0,9,0,9,1,1,1,8,10,2,2,2,5,5,4,0,9,0,9,9,9,0,9,0,8,0,9,4,5,5,1,0,0,0,2,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,9,0,5,5,8,9,9,4,3,2,3,1,4,5,3,4,2,0,0,9,0,0,3,9,5,5,5,5,6,3,9,3,19,2,3,3,2,6,NA,6,NA,0,0,1,81,0,0,0,0,90,0,10,10,40,45,36,-0.38816160141193,0,9,20,20,20,200,200,200,15,7,6,9,9,18,18,18,0,0,0,0,0,0,0,0,0,9,9,0,9,9,9,36,27,35,0,110,126,0,0,0,5,2,0,9,0,0,0,27,81,0
"462",579,1,10,8,3,40,7,12,1,3,0,10,7,4,10,10,7,18,3,15,8,4,0,10,10,10,84,6,8,9,6,9,10,4,6,6,3,7,4,2,6,1,1,1,8,8,1,4,2,4,3,6,4,8,2,2,4,8,9,8,2,3,1,5,8,1,7,1,7,2,7,1,9,1,7,7,8,2,2,2,2,2,1,2,0,1,0,0,1,0,3,1,1,2,0,0,1,0,1,2,1,2,0,4,4,1,3,2,3,0,2,1,2,2,0,9,1,3,3,6,7,9,0,2,5,5,4,3,3,3,3,3,3,3,3,3,3,7,2,7,2,7,8,9,5,8,8,8,4,5,9,1,25,3,1,1,2,2,15,4,192,0,0,1,72,2,6,12,48,63,72,0,6,5,25,32,-0.655494573508692,0,8,14,15,19,112,150,190,10,4,4,6,5,6,10,11,3,2,3,1,1,8,12,7,11,8,8,7,8,8,2,30,31,25,20,69,82,4,2,5,12,7,5,2,2,0,0,9,0,4
"463",580,2,10,10,5,20,5,50,10,30,3,5,10,2,2,10,6,2,0,50,2,50,2,3,10,10,48,10,5,10,10,10,4,7,7,6,5,5,3,5,6,5,2,2,3,9,3,9,9,9,0,0,0,8,1,2,5,5,8,5,3,3,3,3,3,3,6,0,9,9,6,5,6,2,5,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,9,0,6,0,0,0,4,0,0,9,1,2,2,9,5,0,0,0,2,3,4,4,4,4,6,4,4,4,4,4,4,7,9,0,7,9,9,9,9,9,9,5,7,2,9,2,18,3,4,1,2,6,NA,6,NA,0,0,1,72,1,4,10,45,40,0,0,0,6,9,12,NA,0,27,15,20,14,150,200,140,5,5,4,9,9,18,18,9,3,4,3,6,0,6,15,15,14,6,9,0,4,7,5,30,16,24,15,40,30,0,0,7,18,6,4,2,9,0,0,0,54,12
"464",581,1,10,8,5,10,2,2,0,1,1,10,9,8,10,5,4,10,1,0,0,1,1,10,4,4,2,3,10,7,1,10,8,0,6,6,2,7,2,2,7,0,0,0,6,7,7,7,3,3,2,6,3,9,2,2,2,2,5,9,1,1,2,5,8,0,2,0,8,0,5,0,5,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,2,0,2,7,3,4,2,3,0,3,4,4,3,0,8,1,1,5,2,5,9,0,0,1,3,1,2,3,3,3,3,3,3,3,3,3,8,6,6,3,5,6,4,3,5,7,6,5,4,9,1,20,4,1,1,1,3,72,5,168,0,0,1,72,2,2,10,4,25,81,0,0,2,15,8,-0.624383719682795,0,13,13,8,18,104,40,72,0,0,0,7,6,10,10,12,3,2,2,3,2,2,9,4,7,9,9,9,9,9,9,28,28,25,14,25,38,1,1,5,16,8,11,1,3,0,2,63,0,24
"465",582,6,10,10,10,8,2,3,1,2,1,10,9,9,10,10,10,20,3,20,2,18,1,10,10,10,125,10,10,5,5,10,0,0,0,5,9,5,0,9,5,0,0,6,7,6,7,0,0,0,5,0,0,6,6,6,6,6,6,6,6,6,6,6,6,0,5,0,9,5,5,5,1,0,0,0,5,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,9,2,0,4,8,5,9,0,0,0,4,5,4,4,4,4,4,4,4,4,4,4,8,4,9,3,5,9,9,0,5,8,0,8,1,9,7,18,3,1,1,1,5,220,6,NA,0,0,1,54,12,0,24,48,30,54,0,0,0,24,30,0.14153048052973,0,8,20,10,10,200,100,100,4,4,2,4,9,0,4,9,4,4,4,2,3,2,17,13,13,9,9,4,4,9,9,32,14,23,36,30,78,0,0,0,4,0,1,1,0,0,0,5,0,20
"466",583,1,10,9,9,NA,10,6,NA,5,NA,10,4,4,10,2,2,NA,10,2,NA,2,NA,10,1,1,48,5,4,7,0,7,8,8,4,5,4,6,5,5,6,4,4,4,6,6,6,5,0,2,3,4,1,10,2,4,5,6,8,9,1,2,4,9,7,4,5,4,6,7,6,4,5,4,5,4,4,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,5,3,4,4,2,4,4,5,3,3,4,4,2,3,9,3,2,5,4,7,7,0,1,3,5,4,4,3,4,6,4,4,4,6,3,4,9,1,7,1,2,9,9,2,5,9,8,6,3,8,1,18,3,2,1,2,6,NA,6,NA,0,0,1,90,6,8,25,24,56,63,0,2,12,45,28,-0.401391018846121,0,4,9,7,15,81,14,15,1,2,1,6,8,5,8,12,4,3,3,3,3,3,16,16,13,5,5,2,5,5,5,21,18,19,39,58,118,8,8,12,14,15,13,0,2,0,0,25,4,6
"467",584,1,10,7,10,15,4,5,0,5,0,10,7,8,10,4,10,25,6,2,0,4,1,10,3,10,5,4,10,10,5,10,8,0,2,4,6,6,5,3,5,2,0,3,5,5,7,2,1,1,7,1,2,8,4,8,8,8,5,10,7,7,7,9,9,5,5,5,5,5,4,4,5,5,3,2,5,3,6,4,2,1,5,6,0,0,6,5,6,0,1,0,0,1,2,2,2,3,0,4,0,0,0,2,8,8,4,0,1,1,3,2,6,5,4,8,1,3,5,5,8,7,1,1,5,1,4,2,4,3,4,3,3,4,5,4,5,6,4,7,7,6,8,8,4,8,9,8,6,3,8,1,18,3,1,1,2,6,NA,6,NA,0,0,1,64,4,24,40,40,40,70,7,7,35,9,36,0.0668615900250084,0,16,14,15,18,98,60,54,16,17,12,2,7,3,3,8,5,3,4,4,4,2,19,9,13,4,4,4,5,4,7,18,18,19,68,54,54,3,7,4,22,5,17,3,2,0,3,12,2,6
"468",585,3,10,10,10,50,20,20,5,10,2,10,10,10,10,10,10,50,20,20,5,10,2,10,10,10,231,7,5,8,5,10,5,0,9,9,0,7,5,2,7,2,0,2,9,9,2,7,6,7,2,3,2,9,1,1,2,1,9,9,1,1,9,10,9,0,7,0,9,5,9,5,7,0,5,0,9,0,1,0,1,1,0,5,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,5,0,5,8,7,0,0,5,5,5,4,4,4,4,4,4,4,4,4,4,3,7,3,7,6,6,3,3,9,9,9,9,0,9,3,22,2,3,4,2,5,80,6,NA,0,0,1,81,0,5,0,5,72,63,0,0,45,50,45,-0.693687781075065,0,26,12,13,15,120,130,150,3,5,2,7,7,13,14,10,0,2,2,0,0,7,7,6,9,9,9,4,4,9,9,34,24,32,5,72,145,5,0,0,3,3,0,6,6,0,0,40,4,2
"469",586,1,10,9,9,6,4,2,NA,1,1,10,8,8,10,10,10,5,4,3,1,2,1,10,10,10,36,6,10,10,7,9,9,2,6,7,7,6,5,6,6,4,1,4,7,8,7,8,6,4,3,4,3,8,1,2,2,5,4,6,2,1,3,3,4,0,7,0,9,0,7,0,9,0,6,0,8,2,0,0,4,0,0,0,0,2,0,2,0,0,2,0,0,2,2,0,1,0,0,6,0,1,0,6,6,7,6,0,5,0,3,2,0,6,4,9,1,0,0,8,5,5,0,0,2,4,4,3,4,3,4,4,4,4,3,3,4,9,0,9,0,5,8,2,2,0,5,5,7,2,9,1,18,3,2,2,2,6,NA,6,NA,0,0,1,72,1,0,0,40,20,30,0,0,6,12,16,0.103800003646842,0,0,16,17,18,144,170,180,6,2,4,6,6,14,10,10,2,3,3,2,1,2,17,14,9,9,9,9,9,9,9,34,34,32,1,20,40,4,1,7,25,8,12,0,0,0,0,6,20,28
"470",587,1,9,7,5,10,4,5,1,5,1,10,8,7,10,4,7,10,4,0,0,6,2,10,4,7,6,7,10,7,4,8,8,3,8,7,6,7,2,5,5,2,1,2,8,9,9,5,3,3,4,3,5,9,2,2,1,8,8,8,2,1,7,3,3,0,7,0,9,5,5,5,9,0,8,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,5,6,4,4,1,1,0,0,0,0,8,3,3,2,5,7,7,2,4,5,6,6,4,4,4,5,5,4,4,4,4,4,7,7,7,6,4,5,7,5,5,4,2,6,3,9,1,18,2,3,5,2,5,336,6,NA,0,0,1,72,6,6,2,40,56,56,4,4,35,18,18,-0.626783265183699,0,17,17,11,16,119,44,64,0,2,0,5,4,8,8,7,2,2,4,1,0,0,12,12,3,9,9,4,4,9,9,34,22,34,14,64,54,1,0,1,15,10,0,2,2,0,2,12,6,6
